id,is_iceberg
c60100ad,0.891104
90a72a52,0.527534
d80e4ed4,0.142875
339cd0d2,0.212785
d99de899,0.171010
357e20d1,0.121731
a4d190da,0.722932
bd226217,0.631994
476e2771,0.847338
4e483506,0.485862
f70ea081,0.647653
4645e56f,0.848602
e6d05940,0.549475
f8b3c6af,0.674351
c89d6aad,0.088177
0cb57f6e,0.590210
86a4be46,0.347884
75e62d7e,0.035232
ebc36374,0.416252
0ebcb731,0.254928
24d000c5,0.068344
f3c9a4f6,0.529690
1bc59730,0.046403
47ea0bff,0.752469
cdeccfdd,0.512959
15e09a1d,0.305918
00652788,0.105943
23649c84,0.084100
91188a77,0.460773
eaca8580,0.518619
4ce9daeb,0.636023
d4220673,0.765769
b6a87aef,0.247695
8333ebed,0.571167
950a3453,0.030717
7074f6c9,0.777341
98a02caf,0.370830
59c8d2b3,0.566991
d99d13bd,0.478928
de86f1cf,0.944037
8f4b1985,0.827173
a7779b04,0.144327
2caeab11,0.350188
16aeea7c,0.546045
b9d19ab9,0.922907
29c5d2fd,0.917322
efcefa55,0.393305
099161c3,0.246083
12b49195,0.038374
96a1ce13,0.923850
67964b4f,0.039922
b61c605c,0.235734
bcfc0f16,0.179723
bf0cb956,0.033292
12f6aa7d,0.920665
f36f3a0c,0.069590
83490492,0.578750
e3b62b60,0.213816
20b27d66,0.534959
25c3ce93,0.905866
67a2ff0b,0.515831
9b2d3c1a,0.402623
8ad51f7d,0.229170
14137b57,0.326511
9ea5aa79,0.448491
5ea1d2dd,0.140905
979c867e,0.736424
7ea1e1b6,0.624480
d65520ba,0.012475
765ad2e2,0.644835
d2957326,0.386757
24349e24,0.028206
fd8a2ae3,0.225200
b282d98e,0.626809
3eaa7a61,0.654806
16533dd4,0.837175
4adb68d7,0.955160
565005b9,0.800608
51d86e0c,0.546029
30635642,0.141014
d9480a60,0.054421
b2647128,0.697538
20478c55,0.937817
caa0d105,0.509612
474f4534,0.459794
d51e3867,0.950243
e5d1bba7,0.220312
e7000b2a,0.751692
78f06b79,0.026484
8a9f4bee,0.802891
3d716bbe,0.599170
6e1ddef1,0.373742
9826f39a,0.802200
3fdc82f7,0.334088
31f013c3,0.100876
97a9df6d,0.078556
10e65294,0.416492
0bdca1a5,0.735854
374037fa,0.038438
1d1a0cec,0.566730
d415c5ad,0.564065
ced1306d,0.025800
f43497f3,0.086777
ffd13a9e,0.675424
6f67148e,0.184629
be322b68,0.323821
af209b44,0.212325
69b53a4a,0.509587
4c085180,0.473846
608cea18,0.444170
f8bebbfd,0.304677
ae16855d,0.023076
dfc700b3,0.565431
e3bdd9ac,0.926663
87a8ea20,0.102108
3c3da9aa,0.174976
76c882d6,0.035221
9e429645,0.651512
7dc9c990,0.021368
f38d53ef,0.516187
e1785b6e,0.041761
80c673fb,0.825843
a8b8c20b,0.852958
6a1ff150,0.865904
2f68d4fe,0.172019
c462ec65,0.826335
c374d5c4,0.601317
d20769b3,0.148109
c467fe4d,0.124508
1356229e,0.641061
b1532127,0.045075
3777ee22,0.930591
4ba6023f,0.777399
08504ae6,0.677884
5e0b4cc5,0.316383
249a0c1f,0.923133
24b3497f,0.348470
9edcf494,0.064340
53297290,0.114691
6d3a269e,0.519547
1b0d38fc,0.201306
02747427,0.196166
38867253,0.846615
c392dbd0,0.860889
8939734c,0.007942
097ba3af,0.001560
30f0f835,0.233288
bdab1bcf,0.394608
1070a984,0.616280
c41b8a90,0.856157
86a3b5cc,0.909215
d0a3719e,0.751889
b1a8067b,0.065249
911bc6aa,0.784388
67a2d0ac,0.317837
11447262,0.122436
12fd1375,0.008832
f2898538,0.070269
0e7355e2,0.006604
bc2c87c8,0.936891
94001156,0.452335
d5855224,0.859647
a3c1a552,0.654168
edcf54fa,0.159266
a28b90eb,0.904553
63cd028f,0.271999
dbc79657,0.369048
bc856bf1,0.412130
c7e25a70,0.602510
9771b119,0.192004
836db0d9,0.161847
f5685d3e,0.331415
bb04299d,0.318379
163a9d23,0.530947
5283c614,0.004818
2276d5d8,0.457518
ccb77e34,0.082633
d4a75bf3,0.316831
e15f46ea,0.310285
992a45ba,0.507793
056e7768,0.004323
a1dc016b,0.339204
38db82cd,0.112529
3295f3ae,0.165034
a6ff3660,0.941368
5981b799,0.891382
2636d79d,0.254424
7a8521e2,0.025768
9b53021d,0.255942
0a37be18,0.909427
a8676e55,0.931874
3488b8fc,0.496350
b86d4006,0.734648
33888635,0.908601
aa9ca5f9,0.097851
08faf0f6,0.017700
5320cd26,0.169068
2c57fdaa,0.380822
d467ce62,0.010415
888a568e,0.649259
88d6c838,0.504510
8f138517,0.119851
e1108dc0,0.028524
9e9cd6c9,0.122780
ab893af4,0.075433
4d4b30ba,0.729994
7ce15e26,0.402642
dbc45500,0.003156
6a0cde3f,0.748246
2658014c,0.240256
08d20604,0.032990
03c83dc9,0.029626
d741ccd1,0.186753
992d48b6,0.004941
b1ea3253,0.334361
da379e69,0.182730
73b429af,0.851673
2aefe712,0.605298
1e3634f9,0.611366
069ee09e,0.043372
a7970f81,0.007101
23084d2e,0.461028
ac57710a,0.638831
02553267,0.904910
0971c6c7,0.149553
cdb7f1fe,0.265703
d3af3f60,0.617663
59daf44b,0.068835
c2169934,0.449391
da03b56e,0.107750
474ea404,0.306642
f686cdc4,0.446377
f865b354,0.343369
106df554,0.276414
e5637171,0.434005
cba8985c,0.334472
cc09c9ce,0.287066
0b85b33f,0.876388
92f20625,0.783908
6b1379dd,0.619662
ed2b1df1,0.057742
325124e4,0.264955
7455c944,0.032145
fd68ccc1,0.691505
8df9100d,0.606825
c406df9b,0.249229
4978870c,0.018108
383f95d6,0.865050
aba96bbf,0.017617
6bba66b4,0.112230
b86fa0c9,0.172186
a2abc369,0.687987
0b40c014,0.686755
d45add48,0.445929
00193999,0.926537
c2f1b710,0.777172
53750c72,0.688245
3137ef1d,0.364812
bc6b8e2a,0.532555
7cb546c6,0.831191
d59a2349,0.058541
04d04b9a,0.518503
05ac1343,0.271476
2917895f,0.012703
342a1d01,0.669650
78309e4b,0.534861
5c1a5aba,0.025404
fae57f79,0.525548
23821d71,0.334444
5780b19d,0.030746
11c67865,0.733737
8564f114,0.409198
ec7d0fdd,0.735378
9a0446b8,0.080333
5f5da69d,0.770225
7a11839b,0.791226
763c9bbf,0.130855
15a7b5c5,0.335248
e9c7e251,0.138144
2555c207,0.761720
ec8d9784,0.042078
08fd9d10,0.097493
9504ae29,0.033141
0b91a24d,0.252037
e62e6cfe,0.902593
5d1291bb,0.521555
b3c1f2e7,0.097703
c6a8db21,0.309649
f2c137fd,0.943139
b61e8155,0.231283
45b9ee35,0.737053
8fe9c49b,0.022759
b98ceb09,0.068658
70c4a435,0.436850
d953d111,0.581207
da7de86e,0.546106
519f8611,0.161323
75eefdc3,0.088733
62412092,0.806814
de8ec010,0.401984
ee6121f8,0.670332
412b66e0,0.786479
7405c131,0.489858
efff4306,0.397193
5658d679,0.024548
617f88fc,0.567703
a120100b,0.110389
0971369e,0.762437
83f7fe7b,0.846467
12437da1,0.019967
8e7f96a5,0.095415
a08237de,0.017876
a013bd6f,0.270906
c6fdd404,0.316819
317e2af4,0.388740
dd9878c0,0.356534
42e76a51,0.950229
022f77e3,0.222101
cada3682,0.868064
53074f1f,0.141847
e6c19679,0.865905
dfb69b8b,0.081573
e1572941,0.064545
8d549cd2,0.472071
6913594d,0.497986
6e528fd6,0.299625
c8b037c7,0.168365
c3b6c880,0.057864
9684ac04,0.063932
6d974acc,0.412523
57b10462,0.396251
b2373298,0.010674
8e946e10,0.343931
6acee7de,0.660807
8ad7cc2f,0.001471
8e6e087e,0.574678
c3e46df5,0.174844
f6983f34,0.247174
8130a3aa,0.515005
0f11be03,0.358135
766073e1,0.301477
e67f6889,0.735384
148a0930,0.018456
b333ff97,0.839522
1c148a28,0.366694
ee0b02d7,0.293136
fa1c5f6d,0.932613
9b12ae1f,0.076488
3bb60b1b,0.123064
096e7594,0.422885
ac98996a,0.055297
1b7b9b9d,0.057184
61b2ac6f,0.496233
2bd414a8,0.376383
73d12826,0.529129
29f7ec33,0.040208
265f8aa8,0.926259
0d6be675,0.249679
a00ecdf6,0.219087
c414328a,0.045085
d47de87e,0.428515
376f984f,0.281998
12a35aa5,0.859676
8ecfd739,0.024571
2cbc30f4,0.239655
aa4bdf31,0.333156
69d18f51,0.906879
50cd4394,0.113293
bda732e1,0.087384
8e77e385,0.143119
49dfd51a,0.604582
b0a3e728,0.197155
518061ec,0.519291
bb306c8c,0.009096
1b2cf099,0.043854
e7c405e4,0.033314
1fc79c9d,0.211056
3427cd60,0.775113
8fc604cd,0.958905
0981acfd,0.015194
512e9c5c,0.477649
ae9f2426,0.039419
a8cd44c8,0.140278
acac91c3,0.894037
35988937,0.137028
2a2dd539,0.230217
3f971e0a,0.008265
7e09131c,0.112945
82726c59,0.783012
ec4c3dbd,0.245854
2a851255,0.153324
2cebdab4,0.892191
013b617b,0.225540
21a8603a,0.698639
fe2f2579,0.384464
df069a3d,0.070043
595f7f57,0.688602
081bdb0a,0.036571
6f8e7b3a,0.763756
d1824fe1,0.009778
3ddc6778,0.791896
57e4244d,0.570234
18e2e176,0.099213
7394cdbc,0.955930
19821b41,0.069548
12e9563c,0.872778
b96c9ed9,0.950447
096d9c1b,0.090631
97454a30,0.751446
43b6c5d3,0.773883
2c58bcc5,0.050091
0c71dc02,0.161120
f7cd79b0,0.787338
922ec513,0.408574
561b6b2c,0.107707
32913f04,0.525046
77aad507,0.073763
d62d5a9c,0.421624
be70bb3d,0.747800
84920252,0.672968
b9623d93,0.127098
ba925eca,0.158450
181ecadf,0.449744
6fbcc9e2,0.402605
57d5b182,0.136654
d3013a36,0.497315
21cafb54,0.758874
d1a6cc74,0.015652
c4017d47,0.008036
22e05854,0.185738
7eb53ec8,0.954948
c77a806d,0.457543
c114c951,0.955457
71495521,0.023420
98bb1260,0.575027
546ec108,0.446476
78f39102,0.105112
26b6379a,0.562612
8cb14c23,0.252140
75892ee1,0.087656
3d31d65f,0.131775
30784a7a,0.132135
efba2a23,0.889276
9fcb2c5a,0.005036
9910ee7e,0.090474
dc97b587,0.379678
7732ca72,0.012820
c4bac1f1,0.527292
a80ddf30,0.063275
fe79c536,0.121716
84e34259,0.849008
7db3b563,0.068384
5e946e6e,0.566813
76881bf4,0.914796
7c606237,0.435409
7aa06d7d,0.770434
0d035cbc,0.719260
0838e69f,0.640694
f6715e39,0.907213
499004bb,0.250448
4cefc9ec,0.013428
ded95f0a,0.671661
073112c9,0.559265
96cb4df4,0.004977
0962de0b,0.819521
cea18b7b,0.725646
75463cb0,0.197920
4a59c201,0.751680
29d46646,0.789969
e6134ca4,0.274276
445ae936,0.930168
420d8dda,0.811227
bae1b5b1,0.531689
9f49327e,0.669932
18b52f62,0.836013
b02bb341,0.458889
e5be8689,0.016222
b5b85b95,0.018614
b94f72e3,0.082370
a79114fd,0.029430
502ffafa,0.883547
b8e274d7,0.856926
e37f8f63,0.056723
c8a5c9d9,0.794931
d574bf84,0.271560
88bc1b71,0.880425
3261e3ee,0.841487
e65424cf,0.077091
706d2090,0.008355
94d4c49c,0.149755
51ba3d48,0.799945
fdd4c395,0.046867
12eed563,0.144778
f93627e8,0.854292
df51a7cd,0.591209
c84092af,0.358954
514a25a2,0.013974
5d421481,0.604227
d3859efd,0.706401
eb024725,0.140001
0d8537a5,0.742130
fe708ff7,0.739646
1790bbf0,0.253673
8a30487e,0.375540
70a01d16,0.033177
89bb7fca,0.383046
398c1300,0.004216
41b43c73,0.116146
72d2839a,0.034438
beeb98cf,0.212742
c409f194,0.195241
0c654278,0.118539
fb155295,0.912441
103d1e1d,0.964585
6c755ff3,0.066513
3722a062,0.322921
90611922,0.510255
77b432f1,0.903817
ccf53246,0.939396
4c52089f,0.260961
81e05676,0.632097
732c51d0,0.075553
b60c6094,0.107386
2e9db48a,0.772081
68cdc732,0.135892
e1f9dbd9,0.008494
31fd12b9,0.191214
72bd3e45,0.729293
84e2f1ab,0.503441
b4b6d3d0,0.438369
874d507a,0.684769
44775bac,0.102680
83dfaf91,0.855650
a9a1cc1e,0.092988
227de452,0.004961
14519bcf,0.023148
970a9821,0.554799
e84230ac,0.115779
550e4ebc,0.075738
5e98d635,0.176366
667d386b,0.844472
503fefff,0.527898
08bcb429,0.720743
90c293d2,0.447600
bbc84c36,0.409105
3facaac6,0.631019
e8d1bc63,0.533639
0ba50202,0.122506
9d947517,0.025738
e084ed8f,0.042827
7051b370,0.007478
910f551e,0.273274
8d238915,0.269396
e7238f30,0.018101
a658f1ba,0.060344
0b4e7093,0.887621
4d59af79,0.278369
99a7b417,0.163371
e5798365,0.138931
078c699f,0.779020
b2cd6017,0.499271
89b3960f,0.472036
104d981d,0.763024
05e410e9,0.362471
44556da6,0.154548
207e5145,0.265895
390ddfc0,0.014990
2e82728f,0.088174
4245d2cc,0.019925
d43a187c,0.804025
52b60236,0.074502
cc22996f,0.109045
bf08f16a,0.016844
47dea2c3,0.193266
22ac0bab,0.375209
49c670ad,0.184446
1040e727,0.018004
f39933c4,0.300083
30474ea4,0.885974
73978670,0.800021
527ad437,0.818063
78f83e41,0.180725
12921cf8,0.743150
b960192b,0.030372
9dfaf61b,0.001275
cec954d2,0.028041
00bb437f,0.493568
06458d98,0.457541
37ba4455,0.429876
2feeeaf3,0.954306
06c83a48,0.066302
dfe4fd55,0.060994
0b7fb9da,0.131267
52d1ae5f,0.109835
0ef51267,0.123561
0d9822ce,0.814616
bcad7099,0.089855
a26a7454,0.679806
93b7cc9d,0.649811
dcd0ddc6,0.349313
16655d5c,0.411976
2a6150ae,0.155129
601fa9bc,0.458899
3644a31b,0.271356
396254ec,0.098767
b01bf536,0.746439
ff13313c,0.133011
18c308c7,0.902812
50b69cc6,0.075855
76bd6e6a,0.174576
74c587bb,0.577729
11b26a63,0.197080
bf2bc384,0.729667
075634d5,0.083085
7b1e388b,0.556728
8eb02fc2,0.073513
5b09ed4a,0.606669
371b935e,0.846896
7a1cbaab,0.274673
c5c72595,0.689605
c5ea95c0,0.878551
a5b61d35,0.273131
2c252c46,0.642112
7d8e52d9,0.594506
13fe65d5,0.802192
a3d2abc6,0.453234
9248daa9,0.840154
605470fc,0.586147
38717ccd,0.447243
1144cbd0,0.926247
6d32e09b,0.695608
89b138f7,0.074473
a83f69a4,0.385257
68b7f89d,0.371238
a0998397,0.053565
7e20006f,0.020165
93b12419,0.900910
475c5a35,0.606229
67f42c90,0.715399
45a114e0,0.388705
41a59ee9,0.048116
6c2c6a39,0.489506
9f840a7d,0.010709
2ad5ee96,0.116397
cb8b875e,0.736044
2283d088,0.488752
545f8210,0.003204
7eeed38a,0.849121
be77b9e7,0.052286
16ec40a3,0.431071
b7e74bcf,0.329019
8a36acfd,0.607393
d2e5b493,0.961299
bd88797b,0.066953
78566a26,0.414269
32449528,0.535291
5f6ffdad,0.521927
38bdc33c,0.244951
f88a9ed3,0.253586
c1fe2103,0.007654
63f7ddd9,0.049884
97e123d2,0.403989
7d078228,0.454893
6b43e60f,0.792116
e07665a4,0.064087
4da0c147,0.084973
1d2474a1,0.669747
f39a3050,0.163169
aaeb3f89,0.214310
daa3d1e9,0.504020
23cad3ed,0.829360
dc8fd92d,0.898755
994a2787,0.064286
5009ce8c,0.851809
95ba90c7,0.012746
bb176f20,0.069562
57ccd603,0.050184
c3767f5b,0.909595
076492b4,0.156489
68864007,0.146575
fb124dd7,0.054167
c59fbfc0,0.018332
ddce9f51,0.195369
c459dbf6,0.931495
1a39b44e,0.677981
a31f8519,0.370551
29ff4d55,0.087623
c0a87a44,0.394429
aa07ea34,0.047354
ed7b77f3,0.741429
ccb10918,0.148588
aba1f2cc,0.061225
0c4b7ce6,0.611227
26a29fae,0.005467
6a1a9b91,0.605730
fda0d9b3,0.227260
2f7da2f9,0.786044
948317c5,0.478032
df315de0,0.390557
51762e5e,0.576849
9be1f9d4,0.477799
b20f16ca,0.179401
24f677ab,0.765943
19d36f67,0.002032
db098e36,0.655995
3ab323b5,0.183080
db204654,0.065671
f0b7c362,0.085302
9c36083a,0.722528
00247e48,0.948592
99064331,0.374196
fb023b97,0.260647
834a13a2,0.194198
b4fb7c3b,0.181504
cccc91e5,0.260086
e777f5c4,0.003774
8a367850,0.196268
01aee49b,0.815479
09a3f3cb,0.053885
b7837a99,0.468551
0e5c18fe,0.027907
433d92a6,0.036235
d8c1c90e,0.030678
5cf350ea,0.456510
9e6adfeb,0.333009
398c373b,0.009574
8e1cb96b,0.252935
c0ab7de5,0.569926
b7519f43,0.223644
54d7929f,0.007495
222a4407,0.740487
4cd8d439,0.143187
ac31d9e4,0.374367
0c51475f,0.082980
926b4b5d,0.939844
3072aeb4,0.718610
5508aabc,0.000941
7ff080c1,0.419523
c8137158,0.083526
73f4c54a,0.035409
0ab19c8d,0.627788
57c090c7,0.388991
b3f4d7c8,0.974605
d4a81cf9,0.623355
497c4ff8,0.142881
8949311b,0.769728
d4f17d1d,0.189849
cbd015d6,0.009369
4ff7d773,0.068788
5950d2f6,0.113144
f0b4c564,0.371583
4727e088,0.540570
2c9b195c,0.678725
04c441b0,0.264020
9f1e2246,0.343893
3bf56119,0.695093
385033f6,0.650226
1e14e9eb,0.121065
4ec14d05,0.035117
d16ffa50,0.381603
6f2147d7,0.279062
13540275,0.540954
280aaa6c,0.211022
63d6fcf6,0.405532
e1130afc,0.468972
8915b349,0.123790
02cb6179,0.946229
816084ef,0.698876
e83e27ef,0.311949
9928b6cb,0.141367
398c44d5,0.086075
4e9944c8,0.550867
ade738c7,0.575047
df106f1f,0.200679
707c42f2,0.054707
c7d6c968,0.369613
2f62a2d3,0.022082
58a62136,0.316338
